City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
173,haiku-pauwela,20.9219,-156.3051,26.25,70,40,9.77,US,1736901686
174,la passe,45.5549,-0.8967,0.92,59,91,4.13,FR,1736901686
175,mata-utu,-13.2816,-176.1745,27.13,67,45,3.22,WF,1736901687
176,savanna-la-mar,18.219,-78.1332,24.96,86,11,0.73,JM,1736901687
177,ketchikan,55.3422,-131.6461,6.1,88,100,0.45,US,1736901687
178,bosaso,11.2842,49.1816,21.45,80,9,3.18,SO,1736901687
179,murzuq,25.9155,13.9184,10.99,43,78,4.14,LY,1736901687
180,port lincoln,-34.7333,135.8667,19.69,52,98,9.11,AU,1736901687
181,jardim de piranhas,-6.3786,-37.3519,26.57,73,100,3.17,BR,1736901687
182,san antonio de pale,-1.4014,5.6325,26.78,78,98,3.02,GQ,1736901688
183,west island,-12.1568,96.8225,27.99,78,13,2.57,CC,1736901688
184,san lorenzo de esmeraldas,1.2883,-78.8369,24.34,88,57,0.92,EC,1736901688
185,murehwa,-17.6432,31.784,18.79,78,100,0.28,ZW,1736901688
186,ouani,-12.1322,44.4258,26.77,82,100,6.57,KM,1736901688
187,kristinestad,62.2743,21.376,-1.71,92,4,3.43,FI,1736901688
188,kirensk,57.7853,108.1119,-9.65,84,100,4.89,RU,1736901688
189,constantia,44.1833,28.65,-0.62,65,17,3.11,RO,1736901688
190,christchurch,-43.5333,172.6333,18.86,58,100,1.03,NZ,1736901401
191,enewetak,11.3474,162.3373,27.15,79,5,10.88,MH,1736901689
192,cardona,14.45,121.2167,27.03,85,100,4.21,PH,1736901689
193,hastings,50.8552,0.5729,8.83,52,98,3.44,GB,1736901689
194,viqueque,-8.8673,126.3658,30.54,65,51,0.92,TL,1736901689
195,tan-tan,28.438,-11.1032,14.46,26,0,4.46,MA,1736901689
196,pacific grove,36.6177,-121.9166,14.09,76,0,2.68,US,1736901689
197,port blair,11.6667,92.75,26.02,73,20,3.09,IN,1736901689
198,qarqaraly,49.4058,75.4742,-14.15,72,0,3.39,KZ,1736901690
199,san patricio,28.017,-97.5169,10.97,85,100,5.88,US,1736901690
200,howrah,22.5892,88.3103,16.0,82,100,4.12,IN,1736901690
201,kokopo,-4.352,152.2633,30.12,64,10,3.43,PG,1736901690
202,namtsy,62.7161,129.6658,-43.91,100,78,1.32,RU,1736901690
203,ciudad madero,22.2667,-97.8333,20.11,60,40,3.09,MX,1736901690
204,choix,26.7092,-108.3219,19.85,39,20,0.4,MX,1736901690
205,xiangtan,27.85,112.9,8.1,28,2,5.91,CN,1736901691
206,jayapura,-2.5333,140.7,30.66,60,3,1.21,ID,1736901494
207,svetlyy,54.675,20.1347,4.55,98,100,4.52,RU,1736901691
208,ribeira brava,32.65,-17.0667,18.35,84,16,4.68,PT,1736901691
209,karratha,-20.7377,116.8463,30.01,67,100,4.03,AU,1736901691
210,callao,-12.0667,-77.15,25.95,73,75,7.2,PE,1736901515
211,beltran,-27.8291,-64.061,29.44,17,0,3.75,AR,1736901692
212,palamos,41.8484,3.1291,1.67,75,2,1.34,ES,1736901692
213,zeya,53.75,127.2667,-28.82,82,90,0.78,RU,1736901692
214,carnarvon,-24.8667,113.6333,26.85,46,0,9.82,AU,1736901692
215,ilulissat,69.2167,-51.1,-33.69,75,64,1.81,GL,1736901692
216,tamandare,-8.7597,-35.1047,25.91,83,100,3.98,BR,1736901692
217,sumbawa besar,-8.5,117.4333,28.88,78,100,1.05,ID,1736901692
218,fereydun kenar,36.6864,52.5225,12.35,81,100,3.88,IR,1736901693
219,martapura,-3.4167,114.85,25.05,94,75,0.0,ID,1736901693
220,samora correia,38.9371,-8.8718,8.36,66,0,2.58,PT,1736901693
221,torata,-17.0769,-70.8433,14.18,87,72,1.25,PE,1736901693
222,selfoss,63.9331,-20.9971,8.91,97,100,9.6,IS,1736901693
223,savelugu,9.6244,-0.8253,26.04,15,31,2.21,GH,1736901693
224,weno,7.4515,151.8468,29.97,79,40,5.66,FM,1736901693
225,ad dabbah,18.05,30.95,19.2,43,0,4.29,SD,1736901693
226,susuman,62.7833,148.1667,-42.37,97,57,0.13,RU,1736901694
227,stung treng,13.5259,105.9683,25.03,61,91,1.82,KH,1736901694
228,pukchil-lodongjagu,40.2019,125.7483,-11.14,39,0,2.06,KP,1736901694
229,hotan,37.0997,79.9269,-6.6,43,0,2.05,CN,1736901694
230,lazaro cardenas,17.9583,-102.2,25.41,74,4,1.91,MX,1736901694
231,qamdo,31.1667,97.2333,-9.45,40,0,0.17,CN,1736901694
232,keflavik,64.0049,-22.5624,8.24,100,75,13.38,IS,1736901695
233,matthew town,20.95,-73.6667,23.74,80,6,5.59,BS,1736901695
234,fundacion,10.5207,-74.185,26.35,73,97,0.77,CO,1736901695
235,guardo,42.7897,-4.8482,2.09,15,29,2.08,ES,1736901666
236,kapa'a,22.0752,-159.319,27.18,75,0,4.63,US,1736901695
237,colonia,50.9333,6.95,2.25,92,75,1.54,DE,1736901566
238,boa esperanca,-21.09,-45.5658,19.4,95,95,4.21,BR,1736901696
239,alvesta,56.8993,14.5556,1.36,100,0,1.54,SE,1736901696
240,east london,-33.0153,27.9116,21.91,71,100,8.08,ZA,1736901696
241,bredy,52.4153,60.3411,-5.23,93,100,3.81,RU,1736901696
242,badger,64.8,-147.5333,-3.86,89,75,0.45,US,1736901696
243,nakamura,32.9833,132.9333,8.24,82,100,2.38,JP,1736901696
244,bannu,32.9854,70.6027,9.03,28,4,1.06,PK,1736901696
245,waddan,29.1614,16.139,10.7,58,0,2.23,LY,1736901696
246,kingston,17.997,-76.7936,26.53,69,20,2.06,JM,1736901491
247,paita,-5.0892,-81.1144,22.24,81,25,5.56,PE,1736901322
248,yacuiba,-22.038,-63.6797,24.14,60,87,2.17,BO,1736901698
249,fuerte olimpo,-21.0415,-57.8738,32.53,37,100,1.69,PY,1736901698
250,kashary,49.04,41.0056,-3.27,82,95,5.86,RU,1736901698
251,arenapolis,-14.4503,-56.8461,21.73,98,100,2.13,BR,1736901549
252,nuku'alofa,-21.1333,-175.2,27.19,74,40,0.0,TO,1736901699
253,serra,-20.1286,-40.3078,23.7,94,75,1.54,BR,1736901699
254,madang,-5.2246,145.7966,30.91,61,37,0.83,PG,1736901699
255,hami,42.8,93.45,-8.14,59,0,1.7,CN,1736901699
256,sokoni,-6.4333,39.55,27.22,79,100,8.47,TZ,1736901699
257,el hadjira,32.6134,5.5126,6.96,58,2,2.03,DZ,1736901699
258,urangan,-25.3,152.9,25.88,77,0,1.99,AU,1736901700
259,jalai nur,49.45,117.7,-15.97,84,78,3.39,CN,1736901700
260,port arthur,38.8,121.2667,-6.88,47,3,6.12,CN,1736901701
261,adi keyh,14.8444,39.3772,10.73,75,85,2.95,ER,1736901701
262,hawaiian paradise park,19.5933,-154.9731,22.73,88,100,3.09,US,1736901701
263,goldenstedt,52.7883,8.432,4.88,93,82,3.63,DE,1736901701
264,chittagong,22.9167,91.5,13.36,58,12,2.69,BD,1736901701
265,corn island,12.1694,-83.0418,26.79,80,10,9.41,NI,1736901701
266,mar del plata,-38.0023,-57.5575,20.61,90,75,9.83,AR,1736901281
267,douar tindja,37.1667,9.75,11.06,76,40,4.12,TN,1736901702
268,yuzhno-kurilsk,44.0306,145.8556,-1.37,53,3,7.31,RU,1736901702
269,mana,5.6592,-53.7767,24.71,79,100,3.56,GF,1736901702
270,horta,38.5333,-28.6333,17.8,92,75,8.05,PT,1736901615
271,cambria,35.5641,-121.0808,11.81,55,0,2.94,US,1736901702
272,saynshand,44.8824,110.1163,-13.7,50,0,4.48,MN,1736901702
273,bad kosen,51.1333,11.7167,2.55,50,100,4.8,DE,1736901703
274,trairi,-3.2778,-39.2689,24.63,88,100,1.55,BR,1736901489
275,zhangye,38.9342,100.4517,-10.56,70,0,3.46,CN,1736901703
276,tura,25.5198,90.2201,13.64,60,0,2.09,IN,1736901617
277,coquimbo,-29.9533,-71.3436,18.85,82,100,3.09,CL,1736901466
278,ashburton,-37.8626,145.0794,23.12,72,100,2.68,AU,1736901704
279,opuwo,-18.0607,13.84,17.63,48,92,2.7,NA,1736901704
280,canton,23.1167,113.25,19.02,24,100,5.92,CN,1736901681
281,smithers,54.7804,-127.1743,4.18,81,75,0.0,CA,1736901678
282,albu kamal,34.45,40.9186,10.95,48,0,3.11,SY,1736901704
283,saudarkrokur,65.7461,-19.6394,7.82,86,100,8.88,IS,1736901704
284,polyarnyy,69.1989,33.4478,-10.66,93,100,3.35,RU,1736901704
285,kalianget,-7.05,113.9333,27.53,76,100,0.81,ID,1736901704
286,huai yot,7.7893,99.6348,23.42,81,10,1.98,TH,1736901705
287,novodvinsk,64.4165,40.8122,-4.14,88,100,5.19,RU,1736901705
288,rudnichnyy,59.617,52.4703,-6.48,93,100,5.08,RU,1736901705
289,malango,-2.9627,119.9001,20.93,96,100,0.61,ID,1736901705
290,kenora,49.8167,-94.4337,-19.46,77,0,3.6,CA,1736901705
291,shantobe,52.4581,68.1839,-13.81,92,83,2.81,KZ,1736901705
292,jacmel,18.2342,-72.5347,23.42,82,6,1.51,HT,1736901706
293,sortavala,61.7053,30.6918,-1.85,87,6,4.35,RU,1736901706
294,kailua-kona,19.6406,-155.9956,25.86,89,42,0.45,US,1736901706
295,kiunga,-6.1219,141.2906,31.8,59,75,1.17,PG,1736901706
296,langres,47.8333,5.3333,-1.8,36,13,2.81,FR,1736901706
297,binhe,32.6883,112.8275,1.12,18,3,2.58,CN,1736901707
298,kegen,43.0197,79.2203,-15.43,76,4,3.23,KZ,1736901674
299,arraial do cabo,-22.9661,-42.0278,21.98,100,100,0.0,BR,1736901708
300,san carlos del zulia,9.0,-71.9135,24.14,75,16,1.89,VE,1736901708
301,navalmoral de la mata,39.8916,-5.5406,1.08,53,0,1.41,ES,1736901708
302,inirida,3.8653,-67.9239,24.69,58,100,1.34,CO,1736901708
303,buta,2.7858,24.73,20.07,48,40,0.51,CD,1736901708
304,shixing,24.9482,114.0657,13.87,41,0,2.19,CN,1736901709
305,rio hato,8.3833,-80.1667,26.75,78,20,2.06,PA,1736901710
306,pimentel,-6.8367,-79.9342,24.16,64,0,7.72,PE,1736901710
307,makaha,21.4694,-158.2175,28.95,54,20,5.14,US,1736901479
308,verkhnevilyuysk,63.4453,120.3167,-23.93,97,100,4.13,RU,1736901711
309,midland,31.9974,-102.0779,10.14,43,0,2.06,US,1736901711
310,midvagur,62.0511,-7.1939,9.46,100,100,2.06,FO,1736901711
311,mont-tremblant,46.1949,-74.6264,-8.19,92,100,3.87,CA,1736901510
312,kolokani,13.5728,-8.0339,23.73,13,100,3.2,ML,1736901711
313,dalandzadgad,43.5708,104.425,-10.01,38,0,2.58,MN,1736901711
314,maua,-23.6678,-46.4614,20.0,87,85,2.75,BR,1736901627
315,nar'yan-mar,67.6713,53.087,-9.01,92,100,8.61,RU,1736901712
316,bonawon,9.134,122.9193,28.42,73,100,4.4,PH,1736901712
317,egilsstadir,65.2653,-14.3948,9.95,66,0,12.35,IS,1736901712
318,laguna,38.421,-121.4238,14.1,43,0,1.54,US,1736901428
319,sitka,57.0531,-135.33,6.94,70,75,3.6,US,1736901713
320,bandar lampung,-5.4254,105.258,24.95,86,99,0.16,ID,1736901713
321,hasaki,35.7333,140.8333,10.86,55,99,8.22,JP,1736901713
322,holualoa,19.6228,-155.9522,23.79,88,48,2.94,US,1736901713
323,millau,44.0833,2.9167,-5.4,73,8,0.66,FR,1736901714
324,geraldton,-28.7667,114.6,22.23,56,0,6.69,AU,1736901714
325,"las vegas, santa barbara",36.175,-115.1372,12.69,21,0,2.57,US,1736901624
326,antofagasta,-23.65,-70.4,21.6,75,5,1.69,CL,1736901361
327,anloga,5.7947,0.8973,26.73,87,8,4.64,GH,1736901714
328,sisimiut,66.9395,-53.6735,-22.26,78,19,2.84,GL,1736901714
329,galle,6.0367,80.217,26.07,85,100,0.45,LK,1736901714
330,greymouth,-42.4667,171.2,17.19,71,99,2.19,NZ,1736901715
331,katsuren-haebaru,26.3369,127.8719,19.49,76,75,1.03,JP,1736901716
332,bokovskaya,49.229,41.8306,-3.1,79,93,6.35,RU,1736901716
333,narva,59.3772,28.1903,1.32,99,100,2.68,EE,1736901716
334,sevsk,52.1491,34.4926,-1.81,92,100,5.98,RU,1736901716
335,porbandar,21.6422,69.6093,16.9,59,0,5.25,IN,1736901716
336,leava,-14.3,-178.1667,27.24,67,86,3.92,WF,1736901716
337,betio village,1.358,172.9211,30.02,82,70,6.94,KI,1736901717
338,baruun-urt,46.6806,113.2792,-16.11,72,7,6.4,MN,1736901670
339,turbat,26.0023,63.044,15.91,33,1,3.66,PK,1736901717
340,alotau,-10.3069,150.4462,31.51,60,100,3.41,PG,1736901718
341,shahr-e kord,32.3256,50.8644,-11.13,62,0,0.0,IR,1736901718
342,tazacorte,28.629,-17.9293,18.54,84,100,5.66,ES,1736901718
343,knyaze-volkonskoye,48.4642,135.4567,-21.81,94,100,2.81,RU,1736901718
344,tugulym,57.0591,64.6425,-6.83,89,47,4.27,RU,1736901709
345,arvayheer,46.2639,102.775,-8.98,48,0,3.65,MN,1736901719
346,pandan,14.0453,124.1694,26.63,86,81,5.64,PH,1736901719
347,tinajo,29.0788,-13.7081,14.49,67,20,5.66,ES,1736901719
348,uturoa,-16.7333,-151.4333,25.46,88,100,10.21,PF,1736901719
349,gazipasa,36.2694,32.3179,11.05,87,40,3.09,TR,1736901719
350,ridder,50.355,83.5133,-12.48,59,0,3.12,KZ,1736901719
351,sabang,5.8933,95.3214,27.92,75,95,11.03,ID,1736901720
352,sao jose da coroa grande,-8.8978,-35.1478,26.18,82,99,4.34,BR,1736901720
353,anadyr,64.75,177.4833,-22.72,77,40,5.0,RU,1736901720
354,kangding,30.0513,101.9603,1.4,72,0,2.1,CN,1736901552
355,rampachodavaram,17.45,81.7667,16.81,93,2,1.52,IN,1736901721
356,sinop,41.7711,34.8709,1.47,98,80,1.95,TR,1736901721
357,antalaha,-14.9003,50.2788,23.12,90,44,1.46,MG,1736901721
358,markala,13.7021,-6.0659,24.41,14,100,3.55,ML,1736901721
359,geneina,13.45,22.45,18.06,21,1,4.44,SD,1736901721
360,lorengau,-2.0226,147.2712,29.35,72,48,1.93,PG,1736901721
361,warrnambool,-38.3833,142.4833,18.1,78,100,8.86,AU,1736901721
362,oktyabr'skiy,54.4815,53.471,-10.44,95,100,4.42,RU,1736901722
363,dunay,42.8803,132.3375,-10.56,61,7,10.56,RU,1736901722
364,baghlan,35.75,69.0,-3.48,57,63,3.19,AF,1736901722
365,banfora,10.6333,-4.7667,26.0,18,100,2.33,BF,1736901722
366,tazovsky,67.4667,78.7,-20.05,100,100,1.92,RU,1736901722
367,selibaby,15.159,-12.1829,24.11,14,3,4.07,MR,1736901722
368,gebeit,21.0667,36.3167,17.43,95,2,2.94,SD,1736901722
369,pacasmayo,-7.4006,-79.5714,21.82,76,38,5.33,PE,1736901723
370,tarakan,3.3,117.6333,25.72,94,40,1.54,ID,1736901724
371,takaungu,-3.6837,39.8566,25.38,88,95,4.52,KE,1736901724
372,cockburn town,21.4612,-71.1419,23.62,70,0,5.29,TC,1736901594
373,puerto san jose,13.9256,-90.8244,29.03,77,0,2.06,GT,1736901724
374,alenquer,-1.9417,-54.7383,26.04,74,100,1.34,BR,1736901724
375,santarem,-2.4431,-54.7083,27.07,83,40,3.09,BR,1736901724
376,mejit,10.2753,170.8646,26.74,76,81,9.92,MH,1736901724
377,arauco,-37.2463,-73.3175,14.95,82,9,0.6,CL,1736901724
378,flagstaff,35.1981,-111.6513,-1.36,36,0,0.89,US,1736901725
379,kasongo,-4.45,26.6667,21.87,87,94,1.17,CD,1736901725
380,bor,56.3567,44.0669,-3.04,96,100,5.41,RU,1736901725
381,happy valley-goose bay,53.3168,-60.3315,-5.83,79,100,1.03,CA,1736901725
382,katabu,-4.9333,122.5167,27.91,82,100,1.46,ID,1736901725
383,bridlington,54.0831,-0.1919,5.85,91,20,0.45,GB,1736901725
384,shalkar,47.8288,59.6258,-7.46,89,100,2.72,KZ,1736901726
385,sundargarh,22.1167,84.0333,12.37,68,100,2.26,IN,1736901726
386,acarau,-2.8856,-40.12,24.25,92,100,2.97,BR,1736901617
387,puerto madero,14.7208,-92.4215,29.11,74,40,2.57,MX,1736901726
